,scientific_name,park_name,total_observations,category,common_names,conservation_status
8633,Fragaria virginiana,Great Smoky Mountains National Park,217,Vascular Plant,"Thickleaved Wild Strawberry, Virginia Strawberry, Wild Strawberry",
8634,Fragaria virginiana,Yellowstone National Park,487,Vascular Plant,"Thickleaved Wild Strawberry, Virginia Strawberry, Wild Strawberry",
8635,Fragaria virginiana,Yosemite National Park,255,Vascular Plant,"Thickleaved Wild Strawberry, Virginia Strawberry, Wild Strawberry",
8636,Frangula caroliniana,Bryce National Park,125,Vascular Plant,Carolina Buckthorn,
8637,Frangula caroliniana,Great Smoky Mountains National Park,43,Vascular Plant,Carolina Buckthorn,
8638,Frangula caroliniana,Yellowstone National Park,217,Vascular Plant,Carolina Buckthorn,
8639,Frangula caroliniana,Yosemite National Park,130,Vascular Plant,Carolina Buckthorn,
8640,Frasera caroliniensis,Bryce National Park,89,Vascular Plant,American Columbo,
8641,Frasera caroliniensis,Great Smoky Mountains National Park,62,Vascular Plant,American Columbo,
8642,Frasera caroliniensis,Yellowstone National Park,244,Vascular Plant,American Columbo,
8643,Frasera caroliniensis,Yosemite National Park,137,Vascular Plant,American Columbo,
8644,Frasera speciosa,Bryce National Park,72,Vascular Plant,"Deer Ears, Elkweed, Green Gentian, Monument Plant, Monument-Plant, Showy Frasera",
8645,Frasera speciosa,Great Smoky Mountains National Park,53,Vascular Plant,"Deer Ears, Elkweed, Green Gentian, Monument Plant, Monument-Plant, Showy Frasera",
8646,Frasera speciosa,Yellowstone National Park,220,Vascular Plant,"Deer Ears, Elkweed, Green Gentian, Monument Plant, Monument-Plant, Showy Frasera",
8647,Frasera speciosa,Yosemite National Park,122,Vascular Plant,"Deer Ears, Elkweed, Green Gentian, Monument Plant, Monument-Plant, Showy Frasera",
8648,Fraxinus americana,Bryce National Park,100,Vascular Plant,White Ash,
8649,Fraxinus americana,Great Smoky Mountains National Park,122,Vascular Plant,White Ash,
8650,Fraxinus americana,Yellowstone National Park,249,Vascular Plant,White Ash,
8651,Fraxinus americana,Yosemite National Park,106,Vascular Plant,White Ash,
8652,Fraxinus dipetala,Bryce National Park,108,Vascular Plant,"California Ash, Two-Petal Ash",
8653,Fraxinus dipetala,Great Smoky Mountains National Park,83,Vascular Plant,"California Ash, Two-Petal Ash",
8654,Fraxinus dipetala,Yellowstone National Park,234,Vascular Plant,"California Ash, Two-Petal Ash",
8655,Fraxinus dipetala,Yosemite National Park,106,Vascular Plant,"California Ash, Two-Petal Ash",
8656,Fraxinus latifolia,Bryce National Park,81,Vascular Plant,Oregon Ash,
8657,Fraxinus latifolia,Great Smoky Mountains National Park,79,Vascular Plant,Oregon Ash,
8658,Fraxinus latifolia,Yellowstone National Park,269,Vascular Plant,Oregon Ash,
8659,Fraxinus latifolia,Yosemite National Park,126,Vascular Plant,Oregon Ash,
8660,Fraxinus pennsylvanica,Bryce National Park,91,Vascular Plant,Green Ash,
8661,Fraxinus pennsylvanica,Great Smoky Mountains National Park,74,Vascular Plant,Green Ash,
8662,Fraxinus pennsylvanica,Yellowstone National Park,244,Vascular Plant,Green Ash,
8663,Fraxinus pennsylvanica,Yosemite National Park,153,Vascular Plant,Green Ash,
8664,Fraxinus profunda,Bryce National Park,129,Vascular Plant,Pumpkin Ash,
8665,Fraxinus profunda,Great Smoky Mountains National Park,79,Vascular Plant,Pumpkin Ash,
8666,Fraxinus profunda,Yellowstone National Park,262,Vascular Plant,Pumpkin Ash,
8667,Fraxinus profunda,Yosemite National Park,147,Vascular Plant,Pumpkin Ash,
8668,Fraxinus quadrangulata,Bryce National Park,58,Vascular Plant,Blue Ash,
8669,Fraxinus quadrangulata,Great Smoky Mountains National Park,85,Vascular Plant,Blue Ash,
8670,Fraxinus quadrangulata,Yellowstone National Park,242,Vascular Plant,Blue Ash,
8671,Fraxinus quadrangulata,Yosemite National Park,146,Vascular Plant,Blue Ash,
8672,Fritillaria atropurpurea,Bryce National Park,99,Vascular Plant,"Leopard Lily, Spotted Fritillary, Spotted Missionbells",
8673,Fritillaria atropurpurea,Great Smoky Mountains National Park,47,Vascular Plant,"Leopard Lily, Spotted Fritillary, Spotted Missionbells",
8674,Fritillaria atropurpurea,Yellowstone National Park,246,Vascular Plant,"Leopard Lily, Spotted Fritillary, Spotted Missionbells",
8675,Fritillaria atropurpurea,Yosemite National Park,170,Vascular Plant,"Leopard Lily, Spotted Fritillary, Spotted Missionbells",
8676,Fritillaria micrantha,Bryce National Park,71,Vascular Plant,Brown Fritillary,
8677,Fritillaria micrantha,Great Smoky Mountains National Park,88,Vascular Plant,Brown Fritillary,
8678,Fritillaria micrantha,Yellowstone National Park,277,Vascular Plant,Brown Fritillary,
8679,Fritillaria micrantha,Yosemite National Park,181,Vascular Plant,Brown Fritillary,
8680,Fritillaria pinetorum,Bryce National Park,45,Vascular Plant,"Davidson's Fritillary, Pinewoods Fritillary",
8681,Fritillaria pinetorum,Great Smoky Mountains National Park,75,Vascular Plant,"Davidson's Fritillary, Pinewoods Fritillary",
8682,Fritillaria pinetorum,Yellowstone National Park,260,Vascular Plant,"Davidson's Fritillary, Pinewoods Fritillary",
8683,Fritillaria pinetorum,Yosemite National Park,119,Vascular Plant,"Davidson's Fritillary, Pinewoods Fritillary",
8684,Fritillaria pudica,Bryce National Park,92,Vascular Plant,"Yellow Bells, Yellow Fritillary, Yellow Missionbells, Yellowbells",
8685,Fritillaria pudica,Great Smoky Mountains National Park,51,Vascular Plant,"Yellow Bells, Yellow Fritillary, Yellow Missionbells, Yellowbells",
8686,Fritillaria pudica,Yellowstone National Park,249,Vascular Plant,"Yellow Bells, Yellow Fritillary, Yellow Missionbells, Yellowbells",
8687,Fritillaria pudica,Yosemite National Park,165,Vascular Plant,"Yellow Bells, Yellow Fritillary, Yellow Missionbells, Yellowbells",
8688,Fulica americana,Bryce National Park,91,Bird,American Coot,
8689,Fulica americana,Great Smoky Mountains National Park,114,Bird,American Coot,
8690,Fulica americana,Yellowstone National Park,255,Bird,American Coot,
8691,Fulica americana,Yosemite National Park,158,Bird,American Coot,
8692,Funaria calvescens,Bryce National Park,140,Nonvascular Plant,Funaria Moss,
8693,Funaria calvescens,Great Smoky Mountains National Park,74,Nonvascular Plant,Funaria Moss,
8694,Funaria calvescens,Yellowstone National Park,223,Nonvascular Plant,Funaria Moss,
8695,Funaria calvescens,Yosemite National Park,152,Nonvascular Plant,Funaria Moss,
8696,Funaria flavicans,Bryce National Park,97,Nonvascular Plant,Funaria Moss,
8697,Funaria flavicans,Great Smoky Mountains National Park,98,Nonvascular Plant,Funaria Moss,
8698,Funaria flavicans,Yellowstone National Park,231,Nonvascular Plant,Funaria Moss,
8699,Funaria flavicans,Yosemite National Park,147,Nonvascular Plant,Funaria Moss,
8700,Funaria hygrometrica,Bryce National Park,73,Nonvascular Plant,Funaria Moss,
8701,Funaria hygrometrica,Great Smoky Mountains National Park,71,Nonvascular Plant,Funaria Moss,
8702,Funaria hygrometrica,Yellowstone National Park,276,Nonvascular Plant,Funaria Moss,
8703,Funaria hygrometrica,Yosemite National Park,163,Nonvascular Plant,Funaria Moss,
8704,Fundulus catenatus,Bryce National Park,87,Fish,Northern Studfish,
8705,Fundulus catenatus,Great Smoky Mountains National Park,54,Fish,Northern Studfish,
8706,Fundulus catenatus,Yellowstone National Park,211,Fish,Northern Studfish,
8707,Fundulus catenatus,Yosemite National Park,155,Fish,Northern Studfish,
8708,Gaillardia aristata,Bryce National Park,100,Vascular Plant,"Common Gaillardia, Gaillardia, Great Blanket-Flower",
8709,Gaillardia aristata,Great Smoky Mountains National Park,58,Vascular Plant,"Common Gaillardia, Gaillardia, Great Blanket-Flower",
8710,Gaillardia aristata,Yellowstone National Park,268,Vascular Plant,"Common Gaillardia, Gaillardia, Great Blanket-Flower",
8711,Gaillardia aristata,Yosemite National Park,167,Vascular Plant,"Common Gaillardia, Gaillardia, Great Blanket-Flower",
8712,Gaillardia pulchella,Bryce National Park,99,Vascular Plant,"Firewheel, Indian Blanket, Indianblanket, Rosering Gaillardia",
8713,Gaillardia pulchella,Great Smoky Mountains National Park,62,Vascular Plant,"Firewheel, Indian Blanket, Indianblanket, Rosering Gaillardia",
8714,Gaillardia pulchella,Yellowstone National Park,225,Vascular Plant,"Firewheel, Indian Blanket, Indianblanket, Rosering Gaillardia",
8715,Gaillardia pulchella,Yosemite National Park,166,Vascular Plant,"Firewheel, Indian Blanket, Indianblanket, Rosering Gaillardia",
8716,Galactia regularis,Bryce National Park,52,Vascular Plant,"Eastern Milk-Pea, Milk Pea",
8717,Galactia regularis,Great Smoky Mountains National Park,84,Vascular Plant,"Eastern Milk-Pea, Milk Pea",
8718,Galactia regularis,Yellowstone National Park,221,Vascular Plant,"Eastern Milk-Pea, Milk Pea",
8719,Galactia regularis,Yosemite National Park,155,Vascular Plant,"Eastern Milk-Pea, Milk Pea",
8720,Galactia volubilis,Bryce National Park,145,Vascular Plant,Downy Milkpea,
8721,Galactia volubilis,Great Smoky Mountains National Park,120,Vascular Plant,Downy Milkpea,
8722,Galactia volubilis,Yellowstone National Park,247,Vascular Plant,Downy Milkpea,
8723,Galactia volubilis,Yosemite National Park,159,Vascular Plant,Downy Milkpea,
8724,Galax urceolata,Bryce National Park,96,Vascular Plant,Galax,
8725,Galax urceolata,Great Smoky Mountains National Park,72,Vascular Plant,Galax,
8726,Galax urceolata,Yellowstone National Park,233,Vascular Plant,Galax,
8727,Galax urceolata,Yosemite National Park,156,Vascular Plant,Galax,
8728,Galearis spectabilis,Bryce National Park,81,Vascular Plant,"Showy Orchid, Showy Orchis",
8729,Galearis spectabilis,Great Smoky Mountains National Park,97,Vascular Plant,"Showy Orchid, Showy Orchis",
8730,Galearis spectabilis,Yellowstone National Park,246,Vascular Plant,"Showy Orchid, Showy Orchis",
8731,Galearis spectabilis,Yosemite National Park,154,Vascular Plant,"Showy Orchid, Showy Orchis",
8732,Galeopsis ladanum,Bryce National Park,122,Vascular Plant,Red Hempnettle,
8733,Galeopsis ladanum,Great Smoky Mountains National Park,85,Vascular Plant,Red Hempnettle,
8734,Galeopsis ladanum,Yellowstone National Park,269,Vascular Plant,Red Hempnettle,
8735,Galeopsis ladanum,Yosemite National Park,137,Vascular Plant,Red Hempnettle,
8736,Galeopsis tetrahit,Bryce National Park,78,Vascular Plant,Brittlestem Hempnettle,
8737,Galeopsis tetrahit,Great Smoky Mountains National Park,51,Vascular Plant,Brittlestem Hempnettle,
8738,Galeopsis tetrahit,Yellowstone National Park,222,Vascular Plant,Brittlestem Hempnettle,
8739,Galeopsis tetrahit,Yosemite National Park,117,Vascular Plant,Brittlestem Hempnettle,
8740,Galinsoga parviflora,Bryce National Park,121,Vascular Plant,Gallantsoldier,
8741,Galinsoga parviflora,Great Smoky Mountains National Park,68,Vascular Plant,Gallantsoldier,
8742,Galinsoga parviflora,Yellowstone National Park,274,Vascular Plant,Gallantsoldier,
8743,Galinsoga parviflora,Yosemite National Park,164,Vascular Plant,Gallantsoldier,
8744,Galinsoga quadriradiata,Bryce National Park,93,Vascular Plant,"Fringed Quickweed, Peruvian Daisy",
8745,Galinsoga quadriradiata,Great Smoky Mountains National Park,96,Vascular Plant,"Fringed Quickweed, Peruvian Daisy",
8746,Galinsoga quadriradiata,Yellowstone National Park,242,Vascular Plant,"Fringed Quickweed, Peruvian Daisy",
8747,Galinsoga quadriradiata,Yosemite National Park,153,Vascular Plant,"Fringed Quickweed, Peruvian Daisy",
8748,Galium aparine,Bryce National Park,191,Vascular Plant,"Bedstraw, Catchweed Bedstraw, Cleavers, Cleaverwort, Goose Grass, Scarthgrass, Stickywilly, Sticky-Willy, White Hedge",
8749,Galium aparine,Great Smoky Mountains National Park,156,Vascular Plant,"Bedstraw, Catchweed Bedstraw, Cleavers, Cleaverwort, Goose Grass, Scarthgrass, Stickywilly, Sticky-Willy, White Hedge",
8750,Galium aparine,Yellowstone National Park,490,Vascular Plant,"Bedstraw, Catchweed Bedstraw, Cleavers, Cleaverwort, Goose Grass, Scarthgrass, Stickywilly, Sticky-Willy, White Hedge",
8751,Galium aparine,Yosemite National Park,266,Vascular Plant,"Bedstraw, Catchweed Bedstraw, Cleavers, Cleaverwort, Goose Grass, Scarthgrass, Stickywilly, Sticky-Willy, White Hedge",
8752,Galium asprellum,Bryce National Park,77,Vascular Plant,Rough Bedstraw,
8753,Galium asprellum,Great Smoky Mountains National Park,68,Vascular Plant,Rough Bedstraw,
8754,Galium asprellum,Yellowstone National Park,249,Vascular Plant,Rough Bedstraw,
8755,Galium asprellum,Yosemite National Park,156,Vascular Plant,Rough Bedstraw,
8756,Galium bifolium,Bryce National Park,40,Vascular Plant,"Twinleaf Bedstraw, Twin-Leaf Bedstraw",
8757,Galium bifolium,Great Smoky Mountains National Park,65,Vascular Plant,"Twinleaf Bedstraw, Twin-Leaf Bedstraw",
8758,Galium bifolium,Yellowstone National Park,238,Vascular Plant,"Twinleaf Bedstraw, Twin-Leaf Bedstraw",
8759,Galium bifolium,Yosemite National Park,159,Vascular Plant,"Twinleaf Bedstraw, Twin-Leaf Bedstraw",
8760,Galium bolanderi,Bryce National Park,49,Vascular Plant,Bolander's Bedstraw,
8761,Galium bolanderi,Great Smoky Mountains National Park,76,Vascular Plant,Bolander's Bedstraw,
8762,Galium bolanderi,Yellowstone National Park,224,Vascular Plant,Bolander's Bedstraw,
8763,Galium bolanderi,Yosemite National Park,133,Vascular Plant,Bolander's Bedstraw,
8764,Galium boreale,Bryce National Park,79,Vascular Plant,Northern Bedstraw,
8765,Galium boreale,Great Smoky Mountains National Park,99,Vascular Plant,Northern Bedstraw,
8766,Galium boreale,Yellowstone National Park,252,Vascular Plant,Northern Bedstraw,
8767,Galium boreale,Yosemite National Park,137,Vascular Plant,Northern Bedstraw,
8768,Galium circaezans,Bryce National Park,114,Vascular Plant,Wild Licorice,
8769,Galium circaezans,Great Smoky Mountains National Park,78,Vascular Plant,Wild Licorice,
8770,Galium circaezans,Yellowstone National Park,267,Vascular Plant,Wild Licorice,
8771,Galium circaezans,Yosemite National Park,165,Vascular Plant,Wild Licorice,
8772,Galium concinnum,Bryce National Park,140,Vascular Plant,Shining Bedstraw,
8773,Galium concinnum,Great Smoky Mountains National Park,98,Vascular Plant,Shining Bedstraw,
8774,Galium concinnum,Yellowstone National Park,256,Vascular Plant,Shining Bedstraw,
8775,Galium concinnum,Yosemite National Park,143,Vascular Plant,Shining Bedstraw,
8776,Galium hypotrichium ssp. hypotrichium,Bryce National Park,72,Vascular Plant,Alpine Bedstraw,
8777,Galium hypotrichium ssp. hypotrichium,Great Smoky Mountains National Park,41,Vascular Plant,Alpine Bedstraw,
8778,Galium hypotrichium ssp. hypotrichium,Yellowstone National Park,252,Vascular Plant,Alpine Bedstraw,
8779,Galium hypotrichium ssp. hypotrichium,Yosemite National Park,181,Vascular Plant,Alpine Bedstraw,
8780,Galium lanceolatum,Bryce National Park,76,Vascular Plant,"Torrey's Wild Licorice, Yellow Wild Licorice",
8781,Galium lanceolatum,Great Smoky Mountains National Park,112,Vascular Plant,"Torrey's Wild Licorice, Yellow Wild Licorice",
8782,Galium lanceolatum,Yellowstone National Park,257,Vascular Plant,"Torrey's Wild Licorice, Yellow Wild Licorice",
8783,Galium lanceolatum,Yosemite National Park,149,Vascular Plant,"Torrey's Wild Licorice, Yellow Wild Licorice",
8784,Galium latifolium,Bryce National Park,115,Vascular Plant,"Broad-Leaved Bedstraw, Purple Bedstraw",
8785,Galium latifolium,Great Smoky Mountains National Park,46,Vascular Plant,"Broad-Leaved Bedstraw, Purple Bedstraw",
8786,Galium latifolium,Yellowstone National Park,245,Vascular Plant,"Broad-Leaved Bedstraw, Purple Bedstraw",
8787,Galium latifolium,Yosemite National Park,120,Vascular Plant,"Broad-Leaved Bedstraw, Purple Bedstraw",
8788,Galium mollugo,Bryce National Park,109,Vascular Plant,False Baby's Breath,
8789,Galium mollugo,Great Smoky Mountains National Park,98,Vascular Plant,False Baby's Breath,
8790,Galium mollugo,Yellowstone National Park,210,Vascular Plant,False Baby's Breath,
8791,Galium mollugo,Yosemite National Park,146,Vascular Plant,False Baby's Breath,
8792,Galium multiflorum,Bryce National Park,115,Vascular Plant,"Manyflower Bedstraw, Shrubby Bedstraw",
8793,Galium multiflorum,Great Smoky Mountains National Park,55,Vascular Plant,"Manyflower Bedstraw, Shrubby Bedstraw",
8794,Galium multiflorum,Yellowstone National Park,224,Vascular Plant,"Manyflower Bedstraw, Shrubby Bedstraw",
8795,Galium multiflorum,Yosemite National Park,165,Vascular Plant,"Manyflower Bedstraw, Shrubby Bedstraw",
8796,Galium obtusum,Bryce National Park,96,Vascular Plant,"Blunt-Leaf Bedstraw, Blunt-Leaved Bedstraw",
8797,Galium obtusum,Great Smoky Mountains National Park,96,Vascular Plant,"Blunt-Leaf Bedstraw, Blunt-Leaved Bedstraw",
8798,Galium obtusum,Yellowstone National Park,249,Vascular Plant,"Blunt-Leaf Bedstraw, Blunt-Leaved Bedstraw",
8799,Galium obtusum,Yosemite National Park,114,Vascular Plant,"Blunt-Leaf Bedstraw, Blunt-Leaved Bedstraw",
8800,Galium parisiense,Bryce National Park,145,Vascular Plant,Wall Bedstraw,
8801,Galium parisiense,Great Smoky Mountains National Park,95,Vascular Plant,Wall Bedstraw,
8802,Galium parisiense,Yellowstone National Park,234,Vascular Plant,Wall Bedstraw,
8803,Galium parisiense,Yosemite National Park,165,Vascular Plant,Wall Bedstraw,
8804,Galium pedemontana,Bryce National Park,112,Vascular Plant,Narrow Bedstraw,
